src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,byte_count,avg_pkt_size,std_pkt_size,mean_iat,std_iat,max_iat,min_iat,fin_count,syn_count,rst_count,psh_count,ack_count,urg_count,avg_win,label
607,2047,52023.0,443.0,6.0,5253709.0,8.0,369.0,188.0,0.0,437809.0833,1453495.124,5052781.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
607,1017,62815.0,53.0,17.0,180.0,2.0,84.0,42.0,42.0,60.0,63.85138996,129.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1017,64411.0,53.0,17.0,202.0,2.0,84.0,42.0,42.0,67.33333333,74.89548273,150.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
40,1010,443.0,61176.0,6.0,273.0,2.0,12.0,6.0,6.0,273.0,0.0,273.0,273.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,BENIGN
141,1012,443.0,41954.0,6.0,55.0,1.0,0.0,0.0,0.0,18.33333333,25.8134332,48.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1154.0,BENIGN
791,1022,443.0,4620.0,6.0,4.0,3.0,43.0,31.0,6.0,2.0,1.414213562,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15544.0,BENIGN
607,1017,51757.0,53.0,17.0,183.0,2.0,72.0,36.0,36.0,61.0,65.7951366,133.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1017,53966.0,53.0,17.0,30696.0,4.0,156.0,39.0,39.0,4385.142857,11508.21164,30483.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
367,1019,57886.0,80.0,6.0,5477182.0,3.0,0.0,0.0,0.0,1825727.333,3161626.379,5476459.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,Web Attack ï¿½ XSS
825,1021,80.0,52223.0,6.0,60.0,1.0,6.0,6.0,6.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,360.0,BENIGN
607,1017,49432.0,53.0,17.0,254412.0,4.0,132.0,33.0,33.0,50882.4,100451.5392,229541.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
614,661,80.0,60788.0,6.0,593.0,1.0,0.0,0.0,0.0,593.0,0.0,593.0,593.0,0.0,0.0,0.0,0.0,1.0,1.0,227.0,BENIGN
606,1017,56212.0,53.0,17.0,959.0,2.0,66.0,33.0,33.0,319.6666667,509.9650315,908.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,1017,50835.0,53.0,17.0,170.0,2.0,74.0,37.0,37.0,56.66666667,57.882064,118.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
608,1017,37610.0,53.0,17.0,25603.0,2.0,72.0,36.0,36.0,8534.333333,14772.37335,25592.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
609,3014,123.0,123.0,17.0,67062164.0,2.0,96.0,48.0,48.0,22400000.0,38600000.0,66900000.0,62307.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1017,63877.0,53.0,17.0,59170.0,4.0,108.0,27.0,27.0,11834.0,16211.05482,31002.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,61721.0,53.0,17.0,97135.0,1.0,43.0,43.0,43.0,97135.0,0.0,97135.0,97135.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,1017,62447.0,53.0,17.0,48412.0,4.0,156.0,39.0,39.0,9682.4,14012.63192,30636.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1017,49490.0,88.0,6.0,575.0,7.0,458.0,220.0,0.0,57.5,103.6428161,347.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
610,775,46156.0,443.0,6.0,117154749.0,24.0,2425.0,1378.0,0.0,2789398.786,4430089.587,10000000.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
612,1008,60426.0,53.0,17.0,23520.0,1.0,40.0,40.0,40.0,23520.0,0.0,23520.0,23520.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
605,1017,16207.0,53.0,17.0,195.0,2.0,64.0,32.0,32.0,65.0,73.0,145.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
613,1096,49669.0,80.0,6.0,244752.0,3.0,313.0,307.0,0.0,34964.57143,59265.72377,121767.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
610,1017,42656.0,53.0,17.0,170.0,2.0,46.0,23.0,23.0,56.66666667,96.41749495,168.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,61171.0,53.0,17.0,77567.0,1.0,50.0,50.0,50.0,77567.0,0.0,77567.0,77567.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
610,2189,45495.0,443.0,6.0,115944011.0,22.0,794.0,417.0,0.0,2898600.275,4515064.785,10000000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
610,1017,53.0,29680.0,17.0,2.0,2.0,54.0,27.0,27.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60968.0,53.0,17.0,31062.0,1.0,61.0,61.0,61.0,31062.0,0.0,31062.0,31062.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
610,3001,51844.0,443.0,6.0,115689080.0,21.0,980.0,593.0,0.0,3044449.474,4583605.41,10000000.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
608,1017,59287.0,53.0,17.0,152.0,2.0,46.0,23.0,23.0,50.66666667,80.82903769,144.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
611,1017,49156.0,3268.0,6.0,1105.0,5.0,0.0,0.0,0.0,184.1666667,394.8267553,989.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,65535.0,BENIGN
58,1009,80.0,45904.0,6.0,34.0,1.0,6.0,6.0,6.0,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,BENIGN
615,2926,48630.0,80.0,6.0,22324902.0,2.0,0.0,0.0,0.0,22300000.0,0.0,22300000.0,22300000.0,0.0,0.0,0.0,0.0,1.0,0.0,341.0,BENIGN
605,695,45438.0,443.0,6.0,29322.0,1.0,0.0,0.0,0.0,29322.0,0.0,29322.0,29322.0,0.0,0.0,0.0,0.0,1.0,1.0,1170.0,BENIGN
1028,1014,443.0,45482.0,6.0,3.0,2.0,12.0,6.0,6.0,1.5,0.707106781,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
612,1008,61265.0,53.0,17.0,23665.0,1.0,86.0,86.0,86.0,23665.0,0.0,23665.0,23665.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60310.0,53.0,17.0,60186.0,1.0,47.0,47.0,47.0,60186.0,0.0,60186.0,60186.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
605,1711,39314.0,443.0,6.0,8779.0,3.0,18.0,6.0,6.0,2926.333333,5065.09401,8775.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
613,1017,57533.0,53.0,17.0,154887.0,4.0,120.0,30.0,30.0,30977.4,53247.49721,122998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
605,1017,24696.0,53.0,17.0,65036.0,2.0,62.0,31.0,31.0,21678.66667,37504.39156,64985.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
616,1017,51672.0,53.0,17.0,174.0,2.0,94.0,47.0,47.0,58.0,94.3980932,167.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
994,1022,80.0,1300.0,6.0,83.0,1.0,6.0,6.0,6.0,83.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,1.0,1.0,913.0,BENIGN
605,694,56566.0,443.0,6.0,917825.0,18.0,997.0,435.0,0.0,29607.25806,118951.396,665964.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
605,97,45904.0,80.0,6.0,5972812.0,3.0,12.0,6.0,0.0,1990937.333,3435285.555,5957654.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
611,1411,49325.0,443.0,6.0,130063.0,10.0,723.0,469.0,0.0,9290.214286,15505.45016,37024.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,65535.0,BENIGN
611,2593,50829.0,443.0,6.0,292405.0,14.0,1025.0,789.0,0.0,11246.34615,26321.40182,71976.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,65535.0,BENIGN
926,1011,443.0,55332.0,6.0,50.0,3.0,43.0,31.0,6.0,16.66666667,19.85782801,39.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1256.0,BENIGN
612,1008,62248.0,53.0,17.0,143619.0,1.0,60.0,60.0,60.0,143619.0,0.0,143619.0,143619.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
616,1017,60958.0,53.0,17.0,77994.0,2.0,150.0,75.0,75.0,25998.0,45023.79472,77987.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
605,1746,33474.0,443.0,6.0,61284357.0,17.0,1239.0,494.0,0.0,2113253.69,4138106.992,10200000.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
518,1018,443.0,50351.0,6.0,2.0,2.0,247.0,216.0,31.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,60.0,BENIGN
615,1017,47465.0,53.0,17.0,181.0,2.0,62.0,31.0,31.0,60.33333333,98.43949072,174.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,1164,62971.0,443.0,6.0,7902.0,2.0,12.0,6.0,6.0,7902.0,0.0,7902.0,7902.0,0.0,0.0,0.0,0.0,1.0,0.0,253.0,BENIGN
616,1017,57770.0,53.0,17.0,61490.0,2.0,90.0,45.0,45.0,20496.66667,35495.20588,61483.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
616,1017,52282.0,88.0,6.0,1203.0,7.0,2874.0,1428.0,0.0,120.3,277.7925085,891.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
613,882,51737.0,80.0,6.0,48068.0,3.0,442.0,436.0,0.0,8011.333333,11889.47162,23397.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
612,1008,62107.0,53.0,17.0,78572.0,1.0,44.0,44.0,44.0,78572.0,0.0,78572.0,78572.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
1504,1011,443.0,54737.0,6.0,102.0,1.0,6.0,6.0,6.0,102.0,0.0,102.0,102.0,0.0,0.0,0.0,0.0,1.0,1.0,114.0,BENIGN
616,1017,61072.0,53.0,17.0,31324.0,2.0,64.0,32.0,32.0,10441.33333,18077.99163,31316.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
616,1017,62817.0,53.0,17.0,30892.0,2.0,68.0,34.0,34.0,10297.33333,17830.30836,30886.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
617,1938,3870.0,80.0,6.0,142487.0,3.0,432.0,426.0,0.0,23747.83333,30088.5323,76058.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
607,1017,65505.0,53.0,17.0,163.0,2.0,60.0,30.0,30.0,54.33333333,54.77529857,112.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
605,534,34696.0,443.0,6.0,1.0,2.0,12.0,6.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
613,1191,49965.0,443.0,6.0,118322120.0,14.0,661.0,200.0,0.0,4080073.103,15200000.0,58900000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
21,1010,443.0,61635.0,6.0,4.0,2.0,12.0,6.0,6.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,BENIGN
607,537,50324.0,80.0,6.0,5560938.0,2.0,12.0,6.0,6.0,2780469.0,3892436.154,5532837.0,28101.0,0.0,0.0,0.0,0.0,1.0,0.0,252.0,BENIGN
609,1017,23948.0,53.0,17.0,817.0,2.0,90.0,45.0,45.0,272.3333333,428.1195316,766.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,2737,53540.0,443.0,6.0,116618308.0,37.0,2713.0,423.0,0.0,1642511.38,3661581.094,10000000.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
608,2300,44360.0,80.0,6.0,115377176.0,16.0,446.0,446.0,0.0,3978523.31,4974718.851,10200000.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
609,1017,2178.0,53.0,17.0,23830.0,2.0,58.0,29.0,29.0,7943.333333,13753.92687,23825.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
609,679,33563.0,443.0,6.0,116717100.0,24.0,1596.0,847.0,0.0,2846758.537,4470458.049,10000000.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
614,661,80.0,46292.0,6.0,542.0,1.0,0.0,0.0,0.0,542.0,0.0,542.0,542.0,0.0,0.0,0.0,0.0,1.0,1.0,227.0,BENIGN
616,1017,61671.0,53.0,17.0,189.0,2.0,60.0,30.0,30.0,63.0,103.058236,182.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
608,1017,47971.0,53.0,17.0,31195.0,2.0,68.0,34.0,34.0,10398.33333,18006.97757,31191.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
610,788,55511.0,443.0,6.0,116150071.0,22.0,888.0,514.0,0.0,2978206.949,4539655.977,10000000.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
612,1008,60814.0,53.0,17.0,30512.0,1.0,55.0,55.0,55.0,30512.0,0.0,30512.0,30512.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
608,1017,65081.0,53.0,17.0,240.0,2.0,60.0,30.0,30.0,80.0,135.9669077,237.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
613,2222,52113.0,443.0,6.0,245218.0,11.0,595.0,199.0,0.0,12906.21053,18043.03984,53761.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
607,2260,55079.0,443.0,6.0,115786597.0,33.0,874.0,352.0,0.0,1564683.743,3621510.577,10200000.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
608,672,37586.0,443.0,6.0,205.0,2.0,12.0,6.0,6.0,102.5,74.24621202,155.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
610,1012,137.0,137.0,17.0,2.0,2.0,124.0,62.0,62.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,62187.0,53.0,17.0,905315.0,1.0,45.0,45.0,45.0,905315.0,0.0,905315.0,905315.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
1059,1022,443.0,4213.0,6.0,3.0,2.0,37.0,31.0,6.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,110.0,BENIGN
613,282,52406.0,443.0,6.0,5217394.0,8.0,610.0,342.0,0.0,401338.0,1332593.669,4833770.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
616,700,51108.0,443.0,6.0,5206205.0,5.0,135.0,46.0,6.0,1041241.0,2200282.49,4974629.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,63739.0,BENIGN
616,578,51617.0,443.0,6.0,4128186.0,5.0,129.0,46.0,0.0,688031.0,1606866.546,3966749.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,257.0,BENIGN
607,3010,51280.0,443.0,6.0,105.0,2.0,12.0,6.0,6.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,1.0,0.0,253.0,BENIGN
609,1017,44173.0,53.0,17.0,168.0,2.0,88.0,44.0,44.0,56.0,90.06664199,160.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
605,1017,42269.0,53.0,17.0,15564.0,2.0,70.0,35.0,35.0,5188.0,8940.873335,15512.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
617,1017,53881.0,53.0,17.0,325.0,2.0,74.0,37.0,37.0,108.3333333,95.36421411,191.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
80,1009,443.0,58754.0,6.0,3.0,2.0,12.0,6.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,BENIGN
605,882,38732.0,80.0,6.0,59203.0,3.0,440.0,440.0,0.0,9867.166667,13794.65209,28164.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
612,1008,61733.0,53.0,17.0,902404.0,1.0,64.0,64.0,64.0,902404.0,0.0,902404.0,902404.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
608,1017,20876.0,53.0,17.0,280.0,2.0,68.0,34.0,34.0,93.33333333,157.3350989,275.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
616,1017,56990.0,53.0,17.0,182.0,2.0,54.0,27.0,27.0,60.66666667,64.93329911,131.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
613,2696,53377.0,443.0,6.0,567546.0,7.0,1802.0,1459.0,0.0,43657.38462,112807.0783,415918.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
1732,1021,443.0,51656.0,6.0,4.0,2.0,37.0,31.0,6.0,4.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,946.0,BENIGN
391,1011,443.0,54249.0,6.0,3.0,2.0,12.0,6.0,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,364.0,BENIGN
610,1017,32375.0,53.0,17.0,51531.0,2.0,66.0,33.0,33.0,17177.0,29747.97264,51527.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
617,1017,56671.0,53.0,17.0,881.0,2.0,62.0,31.0,31.0,293.6666667,465.8640717,831.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60675.0,53.0,17.0,110077.0,1.0,44.0,44.0,44.0,110077.0,0.0,110077.0,110077.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
608,1017,26819.0,53.0,17.0,59903.0,2.0,76.0,38.0,38.0,19967.66667,34581.54909,59899.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,1017,61897.0,53.0,17.0,181.0,2.0,72.0,36.0,36.0,60.33333333,98.43949072,174.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
609,847,46705.0,443.0,6.0,30260316.0,12.0,3559.0,1154.0,0.0,1375468.909,3492704.907,10000000.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
612,1008,61747.0,53.0,17.0,61208.0,1.0,41.0,41.0,41.0,61208.0,0.0,61208.0,61208.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
611,2574,50657.0,443.0,6.0,1127.0,4.0,55.0,37.0,6.0,375.6666667,508.5364621,955.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,65535.0,BENIGN
616,1655,50031.0,80.0,6.0,119.0,2.0,12.0,6.0,6.0,119.0,0.0,119.0,119.0,0.0,0.0,0.0,0.0,1.0,0.0,256.0,BENIGN
612,1008,61917.0,53.0,17.0,30463.0,1.0,46.0,46.0,46.0,30463.0,0.0,30463.0,30463.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60671.0,53.0,17.0,55863.0,1.0,46.0,46.0,46.0,55863.0,0.0,55863.0,55863.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1017,54598.0,53.0,17.0,221.0,2.0,68.0,34.0,34.0,73.66666667,84.73684755,168.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1017,57490.0,53.0,17.0,30694.0,2.0,90.0,45.0,45.0,10231.33333,17714.26096,30686.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
615,603,50634.0,443.0,6.0,94819.0,1.0,0.0,0.0,0.0,94819.0,0.0,94819.0,94819.0,0.0,0.0,0.0,0.0,1.0,1.0,319.0,BENIGN
609,538,42072.0,443.0,6.0,115605745.0,29.0,1711.0,517.0,0.0,2064388.304,4016707.171,10000000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
608,1669,47130.0,80.0,6.0,38315289.0,7.0,432.0,432.0,0.0,2736806.357,4496556.165,10200000.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
612,1021,88.0,49170.0,6.0,14.0,1.0,6.0,6.0,6.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,2053.0,BENIGN
612,1008,62153.0,53.0,17.0,50070.0,1.0,42.0,42.0,42.0,50070.0,0.0,50070.0,50070.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,60663.0,53.0,17.0,52756240.0,3.0,163.0,58.0,49.0,10600000.0,14700000.0,30700000.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
617,723,3411.0,443.0,6.0,5168370.0,5.0,135.0,46.0,6.0,1033674.0,2183359.137,4936811.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,256.0,BENIGN
617,1017,57421.0,53.0,17.0,61567.0,2.0,76.0,38.0,38.0,20522.33333,35377.83998,61373.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,776,50902.0,80.0,6.0,116945875.0,16.0,649.0,565.0,0.0,4032616.379,4848687.771,10000000.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
612,1008,60266.0,53.0,17.0,23332.0,1.0,44.0,44.0,44.0,23332.0,0.0,23332.0,23332.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
610,1017,56525.0,53.0,17.0,207.0,2.0,46.0,23.0,23.0,69.0,36.37306696,111.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,411,60364.0,80.0,6.0,75.0,2.0,12.0,6.0,6.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,BENIGN
615,1017,36754.0,53.0,17.0,214.0,2.0,84.0,42.0,42.0,71.33333333,36.9639464,114.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
616,1212,51215.0,443.0,6.0,84.0,2.0,12.0,6.0,6.0,84.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,1.0,0.0,256.0,BENIGN
1868,1011,80.0,51342.0,6.0,51.0,1.0,6.0,6.0,6.0,51.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,1.0,1.0,1278.0,BENIGN
614,1015,137.0,49189.0,17.0,4.0,2.0,124.0,62.0,62.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1008,61263.0,53.0,17.0,23525.0,1.0,52.0,52.0,52.0,23525.0,0.0,23525.0,23525.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
608,1879,37736.0,443.0,6.0,276.0,1.0,0.0,0.0,0.0,276.0,0.0,276.0,276.0,0.0,0.0,0.0,0.0,1.0,0.0,237.0,BENIGN
610,23,54288.0,443.0,6.0,15581.0,4.0,529.0,517.0,0.0,3895.25,7612.634908,15314.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
610,1248,53136.0,80.0,6.0,10039995.0,6.0,292.0,292.0,0.0,1003999.5,3159615.37,9996394.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
677,1022,443.0,3778.0,6.0,5239985.0,2.0,12.0,6.0,6.0,5239985.0,0.0,5239985.0,5239985.0,0.0,0.0,0.0,0.0,1.0,0.0,11256.0,BENIGN
606,1017,50064.0,53.0,17.0,207904.0,4.0,124.0,31.0,31.0,41580.8,72407.21126,167231.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
617,1017,61808.0,53.0,17.0,145.0,2.0,86.0,43.0,43.0,48.33333333,77.6552209,138.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
605,3008,51184.0,443.0,6.0,5054806.0,9.0,359.0,202.0,0.0,315925.375,1226091.686,4913325.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,BENIGN
614,661,80.0,50476.0,6.0,738.0,1.0,0.0,0.0,0.0,738.0,0.0,738.0,738.0,0.0,0.0,0.0,0.0,1.0,1.0,227.0,BENIGN
1198,1011,443.0,54187.0,6.0,64.0,1.0,6.0,6.0,6.0,64.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,31088.0,BENIGN
616,1347,51972.0,443.0,6.0,114253702.0,33.0,911.0,114.0,6.0,1609207.07,9412758.714,58500000.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,256.0,BENIGN
612,1008,61245.0,53.0,17.0,23243.0,1.0,50.0,50.0,50.0,23243.0,0.0,23243.0,23243.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
607,1017,52959.0,53.0,17.0,208.0,2.0,94.0,47.0,47.0,69.33333333,36.08785576,111.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
367,1019,44734.0,80.0,6.0,5848206.0,3.0,0.0,0.0,0.0,1949402.0,3375712.479,5847339.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,29200.0,Web Attack ï¿½ Brute Force
605,1017,53641.0,53.0,17.0,31207.0,2.0,84.0,42.0,42.0,10402.33333,18010.44168,31199.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
1723,1022,80.0,3397.0,6.0,102.0,1.0,6.0,6.0,6.0,102.0,0.0,102.0,102.0,0.0,0.0,0.0,0.0,1.0,1.0,286.0,BENIGN
612,1008,62406.0,53.0,17.0,23878.0,1.0,44.0,44.0,44.0,23878.0,0.0,23878.0,23878.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
612,1021,445.0,49314.0,6.0,63.0,3.0,18.0,6.0,6.0,15.75,13.86542462,35.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,63432.0,BENIGN
436,1012,443.0,40588.0,6.0,207.0,2.0,0.0,0.0,0.0,207.0,0.0,207.0,207.0,0.0,0.0,0.0,0.0,1.0,0.0,413.0,BENIGN
608,1017,51046.0,53.0,17.0,62146.0,2.0,54.0,27.0,27.0,20715.33333,35876.54574,62142.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,BENIGN
606,1115,61325.0,80.0,6.0,261873.0,3.0,534.0,528.0,0.0,43645.5,67232.44697,131551.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,8192.0,BENIGN
